x,crit(x)
-9.919999999999819,72.8445112781936
-9.909999999999819,72.73988721804322
-9.89999999999982,72.63533834586278
-9.88999999999982,72.53086466165226
-9.87999999999982,72.42646616541165
-9.86999999999982,72.32214285714099
-9.85999999999982,72.21789473684024
-9.84999999999982,72.11372180450941
-9.83999999999982,72.00962406014851
-9.82999999999982,71.90560150375754
-9.81999999999982,71.80165413533649
-9.809999999999821,71.69778195488537
-9.799999999999821,71.59398496240416
-9.789999999999822,71.4902631578929
-9.779999999999822,71.38661654135154
-9.769999999999822,71.28304511278012
-9.759999999999822,71.17954887217861
-9.749999999999822,71.07612781954704
-9.739999999999823,70.97278195488539
-9.729999999999823,70.86951127819367
-9.719999999999823,70.76631578947186
-9.709999999999823,70.66319548871999
-9.699999999999823,70.56015037593804
-9.689999999999824,70.457180451126
-9.679999999999824,70.3542857142839
-9.669999999999824,70.25146616541173
-9.659999999999824,70.14872180450948
-9.649999999999824,70.04605263157715
-9.639999999999825,69.94345864661474
-9.629999999999825,69.84093984962227
-9.619999999999825,69.73849624059972
-9.609999999999825,69.63612781954708
-9.599999999999826,69.5338345864644
-9.589999999999826,69.4316165413516
-9.579999999999826,69.32947368420875
-9.569999999999826,69.22740601503583
-9.559999999999826,69.12541353383283
-9.549999999999827,69.02349624059974
-9.539999999999827,68.92165413533658
-9.529999999999827,68.81988721804336
-9.519999999999827,68.71819548872006
-9.509999999999827,68.61657894736668
-9.499999999999828,68.51503759398322
-9.489999999999828,68.41357142856968
-9.479999999999828,68.31218045112608
-9.469999999999828,68.21086466165241
-9.459999999999829,68.10962406014865
-9.449999999999829,68.00845864661481
-9.439999999999829,67.9073684210509
-9.42999999999983,67.80635338345692
-9.41999999999983,67.70541353383287
-9.40999999999983,67.60454887217874
-9.39999999999983,67.50375939849454
-9.38999999999983,67.40304511278025
-9.37999999999983,67.30240601503588
-9.36999999999983,67.20184210526146
-9.35999999999983,67.10135338345695
-9.349999999999831,67.00093984962237
-9.339999999999831,66.90060150375771
-9.329999999999831,66.80033834586297
-9.319999999999832,66.70015037593816
-9.309999999999832,66.60003759398329
-9.299999999999832,66.49999999999832
-9.289999999999832,66.40003759398328
-9.279999999999832,66.30015037593819
-9.269999999999833,66.200338345863
-9.259999999999833,66.10060150375773
-9.249999999999833,66.0009398496224
-9.239999999999833,65.90135338345699
-9.229999999999833,65.8018421052615
-9.219999999999834,65.70240601503595
-9.209999999999834,65.60304511278031
-9.199999999999834,65.5037593984946
-9.189999999999834,65.40454887217881
-9.179999999999835,65.30541353383295
-9.169999999999835,65.20635338345701
-9.159999999999835,65.107368421051
-9.149999999999835,65.00845864661491
-9.139999999999835,64.90962406014876
-9.129999999999836,64.81086466165252
-9.119999999999836,64.7121804511262
-9.109999999999836,64.61357142856981
-9.099999999999836,64.51503759398335
-9.089999999999836,64.41657894736682
-9.079999999999837,64.3181954887202
-9.069999999999837,64.21988721804351
