cycle,nb preys (ref),nb predators (ref),nb preys (target),nb predators (target),parameter α,parameter α action,helped obj,expected variation,obj preys nb criticality,obj predators nb criticality
312,198.0803322126375,33.21056709191127,195.9850252928292,34.63480396133943,0.05,-0.0,out_preys_number,-2.9087305312938554,2.0953069198083085,1.4242368694281566
313,201.4010518356553,33.54260543425126,198.98713955692256,34.965316570099056,0.05,-0.0,out_preys_number,-2.9087305312938554,2.0953069198083085,1.4242368694281566
314,204.70683086555627,33.90042451830603,201.96603288279792,35.32010610986374,0.05,-0.0,out_preys_number,-2.9087305312938554,2.0953069198083085,1.4242368694281566
315,207.98969864821566,34.284646868880834,204.91427732458374,35.69965360507922,0.05,-0.0,out_preys_number,-2.9087305312938554,2.0953069198083085,1.4242368694281566
316,211.24118983836328,34.69589310944677,207.82405093087624,36.104428358962586,0.05,-0.0,out_preys_number,-2.9087305312938554,2.0953069198083085,1.4242368694281566
317,214.45234673293712,35.134776690687175,210.6871465635126,36.53488271887574,0.05,-0.0,out_preys_number,-2.9087305312938554,2.0953069198083085,1.4242368694281566
318,217.61372649889856,35.601897856863175,213.4949852116542,36.99144621920703,0.05,0.0,out_preys_number,-2.023434367436039,4.118741287244347,1.3895483623438523
319,220.71541394499252,36.097836795960525,216.23863427384265,37.4745190736555,0.05,0.0,out_preys_number,-2.023434367436039,4.118741287244347,1.3895483623438523
320,223.74704050428306,36.62314592425599,218.9088312751956,37.984464995368555,0.05,0.0,out_preys_number,-2.023434367436039,4.118741287244347,1.3895483623438523
321,226.69781009919583,37.17834126304876,221.4960134696228,38.521603331961316,0.05,0.0,out_preys_number,-2.023434367436039,4.118741287244347,1.3895483623438523
322,229.55653255008676,37.76389287524691,223.9903537457226,39.08620051327719,0.05,0.0,out_preys_number,-2.023434367436039,4.118741287244347,1.3895483623438523
323,232.31166515866448,38.38021434269801,226.38180320771812,39.67846082304466,0.05,0.0,out_preys_number,-2.023434367436039,4.118741287244347,1.3895483623438523
324,234.95136304537897,39.027651281997926,228.66014073733493,40.29851652151267,0.05,-0.0,out_preys_number,-2.172481020799694,6.291222308044041,1.270865239514741
325,237.46353874164186,39.706468917349426,230.81502975702816,40.94641736480928,0.05,-0.0,out_preys_number,-2.172481020799694,6.291222308044041,1.270865239514741
326,239.83593143009415,40.41683875414675,232.83608230789184,41.62211958818367,0.05,-0.0,out_preys_number,-2.172481020799694,6.291222308044041,1.270865239514741
327,242.05618608613443,41.15882442648076,234.71293042588675,42.325474444364616,0.05,-0.0,out_preys_number,-2.172481020799694,6.291222308044041,1.270865239514741
328,244.11194259927277,41.93236682568271,236.43530464737648,43.05621641476254,0.05,-0.0,out_preys_number,-2.172481020799694,6.291222308044041,1.270865239514741
329,245.99093474228877,42.73726865513054,237.9931192998724,43.81395123975682,0.05,-0.0,out_preys_number,-2.172481020799694,6.291222308044041,1.270865239514741
330,247.68109860967022,43.573178598343304,239.37656403802086,44.598143944245756,0.05,0.0,out_preys_number,-2.0133122636053145,8.304534571649356,1.0249653459024515
331,249.1706898661214,44.43957533209017,240.57620087109382,45.408107065193015,0.05,0.0,out_preys_number,-2.0133122636053145,8.304534571649356,1.0249653459024515
332,250.4484088348235,45.335751662690534,241.58306570091094,46.2429893180491,0.05,0.0,out_preys_number,-2.0133122636053145,8.304534571649356,1.0249653459024515
333,251.50353211974527,46.260799110350206,242.38877315408752,47.101764967411064,0.05,0.0,out_preys_number,-2.0133122636053145,8.304534571649356,1.0249653459024515
334,252.3260491053609,47.21359331133524,242.98562325719178,47.98322419265455,0.05,0.0,out_preys_number,-2.0133122636053145,8.304534571649356,1.0249653459024515
335,252.90680132207711,48.19278064873206,243.36670827672793,48.88596475990005,0.05,0.0,out_preys_number,-2.0133122636053145,8.304534571649356,1.0249653459024515
336,253.2376223205849,49.19676655684507,243.52601783808262,49.808385325821305,0.05,-0.0,out_preys_number,-1.4070699108529254,9.711604482502281,0.6116187689762356
337,253.31147537969878,50.22370596907201,243.45854025988945,50.74868070468581,0.05,-0.0,out_preys_number,-1.4070699108529254,9.711604482502281,0.6116187689762356
338,253.12258609835172,51.27149639139234,243.16035790444556,51.70483942591971,0.05,-0.0,out_preys_number,-1.4070699108529254,9.711604482502281,0.6116187689762356
339,252.66656671267572,52.33777408048897,242.62873426253563,52.674643893877025,0.05,-0.0,out_preys_number,-1.4070699108529254,9.711604482502281,0.6116187689762356
340,251.94052885292083,53.419913784358855,241.86219047317994,53.65567343313806,0.05,-0.0,out_preys_number,-1.4070699108529254,9.711604482502281,0.6116187689762356
341,250.94318143048764,54.515032461928364,240.86056903471226,54.64531046079778,0.05,-0.0,out_preys_number,-1.4070699108529254,9.711604482502281,0.6116187689762356
342,249.6749104379798,55.61999733531879,239.62508260009326,55.6407499716389,0.05,0.0,out_preys_number,-0.3382233553842582,10.04982783788654,0.020752636320104045
343,248.1378376660646,56.73143854366306,238.15834597007972,56.63901245332529,0.05,0.0,out_preys_number,-0.3382233553842582,10.04982783788654,0.020752636320104045
344,246.33585569547077,57.845766561632125,236.46438970248806,57.63696026808749,0.05,0.0,out_preys_number,-0.3382233553842582,10.04982783788654,0.020752636320104045
345,244.27463700910928,58.959194421339134,234.54865413952803,58.631317446903836,0.05,0.0,out_preys_number,-0.3382233553842582,10.04982783788654,0.020752636320104045
346,241.96161567863513,60.06776463672275,232.41796310855958,59.61869274480701,0.05,0.0,out_preys_number,-0.3382233553842582,10.04982783788654,0.020752636320104045
347,239.40594079416607,61.16738057992342,230.08047706052645,60.595605705272966,0.05,0.0,out_preys_number,-0.3382233553842582,10.04982783788654,0.020752636320104045
348,236.61840159978814,62.25384190579991,227.54562595644055,61.55851538184024,0.05,0.0,out_preys_number,-0.9770521945389419,9.072775643347597,0.6953265239596718
349,233.61132513841378,63.32288347073616,224.82402277395792,62.50385127067676,0.05,0.0,out_preys_number,-0.9770521945389419,9.072775643347597,0.6953265239596718
350,230.39844805981235,64.37021705287279,221.92735905935217,63.428045923346296,0.05,0.0,out_preys_number,-0.9770521945389419,9.072775643347597,0.6953265239596718
351,226.9947650644636,65.39157506045346,218.8682844703185,64.32756863890833,0.05,0.0,out_preys_number,-0.9770521945389419,9.072775643347597,0.6953265239596718
352,223.41635720237056,66.38275532011131,215.6602727179864,65.19895958257885,0.05,0.0,out_preys_number,-0.9770521945389419,9.072775643347597,0.6953265239596718
353,219.68020388176325,67.33966597351811,212.31747670056714,66.03886364754321,0.05,0.0,out_preys_number,-0.9770521945389419,9.072775643347597,0.6953265239596718
354,215.8039829349527,68.2583694831522,208.85457590833346,66.84406336918032,0.05,0.0,out_preys_number,-2.1233686167283565,6.949407026619241,1.4143061139718753
355,211.80586341257202,69.13512475830417,205.28661935723247,67.6115102177472,0.05,0.0,out_preys_number,-2.1233686167283565,6.949407026619241,1.4143061139718753
356,207.70429591810662,69.96642646091105,201.62886736942005,68.33835363602003,0.05,0.0,out_preys_number,-2.1233686167283565,6.949407026619241,1.4143061139718753
357,203.517805247805,70.74904063524276,197.89663546271396,69.02196725076621,0.05,0.0,out_preys_number,-2.1233686167283565,6.949407026619241,1.4143061139718753
358,199.26478987374458,71.48003592159718,194.10514344302248,69.65997176833399,0.05,0.0,out_preys_number,-2.1233686167283565,6.949407026619241,1.4143061139718753
359,194.96333241716738,72.156809755967,190.26937252552605,70.25025416125544,0.05,0.0,out_preys_number,-2.1233686167283565,6.949407026619241,1.4143061139718753
360,190.6310247311008,72.77710911776833,186.40393295790022,70.79098286001685,0.05,0.0,out_preys_number,-2.7223152534186568,4.227091773200584,1.9861262577514793
361,186.28481057809083,73.33904555805341,182.52294420181332,71.28061877714396,0.05,0.0,out_preys_number,-2.7223152534186568,4.227091773200584,1.9861262577514793
362,181.9408481868147,73.84110441286983,178.6399292690429,71.71792210449186,0.05,0.0,out_preys_number,-2.7223152534186568,4.227091773200584,1.9861262577514793
363,177.61439423778123,74.2821482726642,174.76772432819445,72.1019549343816,0.05,0.0,out_preys_number,-2.7223152534186568,4.227091773200584,1.9861262577514793
364,173.3197100991804,74.66141493182934,170.91840421871933,72.4320798567698,0.05,0.0,out_preys_number,-2.7223152534186568,4.227091773200584,1.9861262577514793
365,169.0699904414769,74.978510176902,167.1032240502414,72.70795477447878,0.05,0.0,out_preys_number,-2.7223152534186568,4.227091773200584,1.9861262577514793
366,164.87731373043582,75.23339588329026,163.3325766436829,72.9295242540185,0.05,0.0,out_predators_number,-0.5384370589563474,1.5447370867529173,2.303871629271754
367,160.75261355335596,75.42637397613996,159.61596519926806,73.09700778902214,0.05,0.0,out_predators_number,-0.5384370589563474,1.5447370867529173,2.303871629271754
368,156.70566928587675,75.55806687003637,155.96199026419552,73.21088539601296,0.05,0.0,out_predators_number,-0.5384370589563474,1.5447370867529173,2.303871629271754
369,152.74511426348096,75.62939503515452,152.37834982470625,73.27188098824614,0.05,0.0,out_predators_number,-0.5384370589563474,1.5447370867529173,2.303871629271754
370,148.87845938319902,75.64155234594793,148.8718511648332,73.2809439835739,0.05,0.0,out_predators_number,-0.5384370589563474,1.5447370867529173,2.303871629271754
371,145.1121299221381,75.5959798551849,145.44843301550603,73.23922959813355,0.05,0.0,out_predators_number,-0.5384370589563474,1.5447370867529173,2.303871629271754
372,141.45151331129742,75.49433860447957,142.1131964584427,73.1480782610649,0.05,-0.0,out_predators_number,-0.04238871414291623,0.6616831471452826,2.34626034341467
373,137.9010156337166,75.33848203615287,138.87044304299957,73.00899455861311,0.05,-0.0,out_predators_number,-0.04238871414291623,0.6616831471452826,2.34626034341467
374,134.4641247116468,75.13042851414092,135.72371861314002,72.82362608117089,0.05,-0.0,out_predators_number,-0.04238871414291623,0.6616831471452826,2.34626034341467
375,131.1434777937898,74.87233439745688,132.6758614175307,72.59374250635707,0.05,-0.0,out_predators_number,-0.04238871414291623,0.6616831471452826,2.34626034341467
376,127.94093203663378,74.56646804182431,129.72905317995867,72.32121520728244,0.05,-0.0,out_predators_number,-0.04238871414291623,0.6616831471452826,2.34626034341467
377,124.85763618042328,74.21518503651886,126.88487193156229,72.0079976296806,0.05,-0.0,out_predators_number,-0.04238871414291623,0.6616831471452826,2.34626034341467
378,121.89410203866937,73.8209049166712,124.1443455432364,71.65610663627092,0.05,0.0,out_preys_number,-0.23277254698913907,2.250243504567024,2.1647982804002766
379,119.05027464046616,73.38608952825187,121.50800503934356,71.26760497297103,0.05,0.0,out_preys_number,-0.23277254698913907,2.250243504567024,2.1647982804002766
380,116.32560007922255,72.9132231651321,118.97593691690489,70.8445849704843,0.05,0.0,out_preys_number,-0.23277254698913907,2.250243504567024,2.1647982804002766
381,113.71909032362832,72.40479454593631,116.5478338331932,70.3891535571449,0.05,0.0,out_preys_number,-0.23277254698913907,2.250243504567024,2.1647982804002766
382,111.2293844323949,71.86328065342474,114.22304315560145,69.9034186252436,0.05,0.0,out_preys_number,-0.23277254698913907,2.250243504567024,2.1647982804002766
383,108.85480578075149,71.29113242102358,112.00061298830988,69.38947676366575,0.05,0.0,out_preys_number,-0.23277254698913907,2.250243504567024,2.1647982804002766
384,106.59341505239712,70.69076221975426,109.87933539897529,68.84940234463016,0.05,-0.0,out_preys_number,-1.0356768420111422,3.285920346578166,1.8413598751240983
385,104.44305887525827,70.06453307385038,107.85778666455718,68.28523793155439,0.05,-0.0,out_preys_number,-1.0356768420111422,3.285920346578166,1.8413598751240983
386,102.40141408350067,69.41474951430625,105.93436443822488,67.69898595836733,0.05,-0.0,out_preys_number,-1.0356768420111422,3.285920346578166,1.8413598751240983
387,100.466027672923,68.7436499658665,104.10732180931143,67.09260161766362,0.05,-0.0,out_preys_number,-1.0356768420111422,3.285920346578166,1.8413598751240983
388,98.6343525837086,68.05340055389979,102.37479828610957,66.4679868855708,0.05,-0.0,out_preys_number,-1.0356768420111422,3.285920346578166,1.8413598751240983
389,96.90377949535737,67.34609021252892,100.73484777783976,65.82698560470759,0.05,-0.0,out_preys_number,-1.0356768420111422,3.285920346578166,1.8413598751240983
390,95.27166485543368,66.6237269736605,99.18546368840188,65.17137954272425,0.05,0.0,out_preys_number,-0.6278784863900313,3.9137988329681974,1.4523474309362427
391,93.73535538852006,65.88823531756044,97.72460126170506,64.5028853422596,0.05,0.0,out_preys_number,-0.6278784863900313,3.9137988329681974,1.4523474309362427
392,92.29220934637756,65.14145446877953,96.35019733761929,63.823152278322524,0.05,0.0,out_preys_number,-0.6278784863900313,3.9137988329681974,1.4523474309362427
393,90.93961476657623,64.38513752604656,95.06018769005829,63.13376074077016,0.05,0.0,out_preys_number,-0.6278784863900313,3.9137988329681974,1.4523474309362427
394,89.67500500640185,63.62095132076783,93.85252212548157,62.436221362382604,0.05,0.0,out_preys_number,-0.6278784863900313,3.9137988329681974,1.4523474309362427
395,88.4958718131332,62.85047690561505,92.72517752220179,61.731974716741476,0.05,0.0,out_preys_number,-0.6278784863900313,3.9137988329681974,1.4523474309362427
396,87.39977618208354,62.07521058203812,91.67616898922148,61.022391514461745,0.05,-0.0,out_preys_number,-0.3625939741697408,4.276392807137938,1.0528190675763724
397,86.38435724120545,61.29656538312981,90.70355931871597,60.308773231085794,0.05,-0.0,out_preys_number,-0.3625939741697408,4.276392807137938,1.0528190675763724
398,85.44733938648254,60.51587293589546,89.8054668994347,59.59235310495299,0.05,-0.0,out_preys_number,-0.3625939741697408,4.276392807137938,1.0528190675763724
399,84.58653787653566,59.734385634468325,88.98007224982194,58.87429744845735,0.05,-0.0,out_preys_number,-0.3625939741697408,4.276392807137938,1.0528190675763724
400,83.79986307846072,58.95327906304151,88.22562332007412,58.15570722118523,0.05,-0.0,out_preys_number,-0.3625939741697408,4.276392807137938,1.0528190675763724
401,83.08532354038218,58.17365461416326,87.54043970207974,57.437619818390786,0.05,-0.0,out_preys_number,-0.3625939741697408,4.276392807137938,1.0528190675763724
402,82.44102804991546,57.39654225450624,86.92291587557345,56.721011033049706,0.05,0.0,out_preys_number,-0.20549501852005392,4.481887825657992,0.6755312214565308
403,81.86518682197173,56.62290339623266,86.37152360816245,56.006797154281614,0.05,0.0,out_preys_number,-0.20549501852005392,4.481887825657992,0.6755312214565308
404,81.35611194430508,55.85363383761186,85.8848136163531,55.29583716921057,0.05,0.0,out_preys_number,-0.20549501852005392,4.481887825657992,0.6755312214565308
405,80.91221719503292,55.089566741609474,85.46141658449723,54.58893503932475,0.05,0.0,out_preys_number,-0.20549501852005392,4.481887825657992,0.6755312214565308
406,80.53201733314056,54.331475625752056,85.1000436287972,53.88684202608149,0.05,0.0,out_preys_number,-0.20549501852005392,4.481887825657992,0.6755312214565308
407,80.21412695075017,53.580077340705955,84.799486284248,53.190259043889554,0.05,0.0,out_preys_number,-0.20549501852005392,4.481887825657992,0.6755312214565308
408,79.95725896470506,52.83603501870359,84.55861608369958,52.499839021681304,0.05,-0.0,out_preys_number,-0.11946929333652179,4.601357118994514,0.336195997022287
409,79.76022281477438,52.099960976241235,84.37638379012695,51.81618925707936,0.05,-0.0,out_preys_number,-0.11946929333652179,4.601357118994514,0.336195997022287
410,79.62192242648865,51.372419558377175,84.2518183357057,51.13987374967491,0.05,-0.0,out_preys_number,-0.11946929333652179,4.601357118994514,0.336195997022287
411,79.5413539882279,50.653929914517654,84.18402551440121,50.47141550218345,0.05,-0.0,out_preys_number,-0.11946929333652179,4.601357118994514,0.336195997022287
412,79.51760358464459,49.9449686978114,84.17218646847401,49.811298780246325,0.05,-0.0,out_preys_number,-0.11946929333652179,4.601357118994514,0.336195997022287
413,79.54984472175238,49.24597268221707,84.21555600356197,49.15997132341956,0.05,-0.0,out_preys_number,-0.11946929333652179,4.601357118994514,0.336195997022287
414,79.6373357729905,48.55734129298722,84.31346076178114,48.517846501456084,0.05,0.0,out_preys_number,-0.07476786979613337,4.676124988790647,0.039494791531133444
415,79.77941737021064,47.87943904775631,84.46529727756791,47.88530541135519,0.05,0.0,out_preys_number,-0.07476786979613337,4.676124988790647,0.039494791531133444
416,79.97550975877708,47.212597906651595,84.6705299367242,47.26269891185061,0.05,0.0,out_preys_number,-0.07476786979613337,4.676124988790647,0.039494791531133444
417,80.22511013175058,46.55711953089215,84.92868885528709,46.6503495930447,0.05,0.0,out_preys_number,-0.07476786979613337,4.676124988790647,0.039494791531133444
418,80.52778995439387,45.91327745022049,85.23936769139029,46.048553679790665,0.05,0.0,out_preys_number,-0.07476786979613337,4.676124988790647,0.039494791531133444
419,80.88319228692997,45.28131914024638,85.6022214001791,45.45758286819131,0.05,0.0,out_preys_number,-0.07476786979613337,4.676124988790647,0.039494791531133444
420,81.29102911056195,44.66146801138995,86.01696393905009,44.877686095237976,0.05,-0.0,out_preys_number,-0.0498098396974882,4.7259348284881355,0.21621808384802677
421,81.75107865916992,44.05392531160765,86.48336592797801,44.30909124216369,0.05,-0.0,out_preys_number,-0.0498098396974882,4.7259348284881355,0.21621808384802677
422,82.26318275679954,43.45887194548649,87.0012522674327,43.752006772549755,0.05,-0.0,out_preys_number,-0.0498098396974882,4.7259348284881355,0.21621808384802677
423,82.82724415901184,42.876470212608105,87.57049971435308,43.206623306608776,0.05,-0.0,out_preys_number,-0.0498098396974882,4.7259348284881355,0.21621808384802677
424,83.4432238943283,42.30686546833265,88.19103441480473,42.67311513338339,0.05,-0.0,out_preys_number,-0.0498098396974882,4.7259348284881355,0.21621808384802677
425,84.11113860036502,41.75018771033655,88.86282939027714,42.1516416628559,0.05,-0.0,out_preys_number,-0.0498098396974882,4.7259348284881355,0.21621808384802677
426,84.83105784775844,41.206553094372985,89.58590197305729,41.642348820166156,0.05,0.0,out_preys_number,-0.02890929681070986,4.754844125298845,0.43579572579317016
427,85.60310144363123,40.67606538281308,90.36031118472467,41.14537038429226,0.05,0.0,out_preys_number,-0.02890929681070986,4.754844125298845,0.43579572579317016
428,86.4274367051036,40.15881732957814,91.18615505053519,40.66082927366671,0.05,0.0,out_preys_number,-0.02890929681070986,4.754844125298845,0.43579572579317016
429,87.30427569219498,39.654892005096364,92.06356784127695,40.188838781282136,0.05,0.0,out_preys_number,-0.02890929681070986,4.754844125298845,0.43579572579317016
430,88.23387238838369,39.16436406491058,92.99271723308125,39.72950376189487,0.05,0.0,out_preys_number,-0.02890929681070986,4.754844125298845,0.43579572579317016
431,89.2165198160642,38.687300965539904,93.97380137464363,39.28292177396021,0.05,0.0,out_preys_number,-0.02890929681070986,4.754844125298845,0.43579572579317016
432,90.25254707316184,38.22376413115261,95.00704585033739,38.849184178938934,0.05,0.0,out_preys_number,-3.453481232895683E-4,4.754498777175556,0.6254200477863208
433,91.34231627622052,37.77381007454963,96.0927005267878,38.42837720059814,0.05,0.0,out_preys_number,-3.453481232895683E-4,4.754498777175556,0.6254200477863208
434,92.48621939435498,37.33749147588653,97.23103626960302,38.02058294689733,0.05,0.0,out_preys_number,-3.453481232895683E-4,4.754498777175556,0.6254200477863208
435,93.6846749575567,36.91485822248028,98.42234151612675,37.625880397002746,0.05,0.0,out_preys_number,-3.453481232895683E-4,4.754498777175556,0.6254200477863208
436,94.93812462195099,36.505958412957526,99.66691868928696,37.24434635590939,0.05,0.0,out_preys_number,-3.453481232895683E-4,4.754498777175556,0.6254200477863208
437,96.24702957371791,36.11083932890225,100.96508043685785,36.87605637907661,0.05,0.0,out_preys_number,-3.453481232895683E-4,4.754498777175556,0.6254200477863208
438,97.61186675251355,35.729548377056155,102.31714567973476,36.52108566939448,0.05,0.0,out_preys_number,-0.04921984995434059,4.705278927221215,0.7915372923383259
439,99.0331248743546,35.36213400501367,103.7234354521412,36.17950994869853,0.05,0.0,out_preys_number,-0.04921984995434059,4.705278927221215,0.7915372923383259
440,100.51130023306789,35.008646593235106,105.18426851605227,35.851406305939584,0.05,0.0,out_preys_number,-0.04921984995434059,4.705278927221215,0.7915372923383259
441,102.04689225855007,34.66913932607505,106.69995673153112,35.5368540239902,0.05,0.0,out_preys_number,-0.04921984995434059,4.705278927221215,0.7915372923383259
442,103.64039880924844,34.34366904439199,108.27080016414719,35.23593538693239,0.05,0.0,out_preys_number,-0.04921984995434059,4.705278927221215,0.7915372923383259
443,105.29231117545976,34.03229708215962,109.89708191018711,34.948736469519275,0.05,0.0,out_preys_number,-0.04921984995434059,4.705278927221215,0.7915372923383259
444,107.00310876926686,33.735090089351175,111.57906261998637,34.675347910335724,0.05,0.0,out_preys_number,-0.12932507650170066,4.5759538507195145,0.9402578209845487
445,108.77325347620274,33.45212084319948,113.31697469943664,34.41586566999785,0.05,0.0,out_preys_number,-0.12932507650170066,4.5759538507195145,0.9402578209845487
446,110.60318364306357,33.183469049759005,115.1110161695555,34.17039177552564,0.05,0.0,out_preys_number,-0.12932507650170066,4.5759538507195145,0.9402578209845487
447,112.49330767571013,32.929222137496694,116.96134416398478,33.939035051797134,0.05,0.0,out_preys_number,-0.12932507650170066,4.5759538507195145,0.9402578209845487
448,114.44399722021795,32.68947604442291,118.86806804442372,33.72191184073805,0.05,0.0,out_preys_number,-0.12932507650170066,4.5759538507195145,0.9402578209845487
449,116.45557990039121,32.46433600003238,120.83124211434126,33.51914670862101,0.05,0.0,out_preys_number,-0.12932507650170066,4.5759538507195145,0.9402578209845487
450,118.52833158447743,32.25391730305565,122.85085791187541,33.330873141533964,0.05,0.0,out_preys_number,-0.25342752332153395,4.322526327397981,1.0769558384783124
451,120.66246815393885,32.058346095720076,124.9268360636628,33.15723422872769,0.05,0.0,out_preys_number,-0.25342752332153395,4.322526327397981,1.0769558384783124
452,122.85813674740643,31.87776013487985,127.05901768248442,32.9983833331607,0.05,0.0,out_preys_number,-0.25342752332153395,4.322526327397981,1.0769558384783124
453,125.11540645349957,31.71230955999129,129.24715529311888,32.85448474812102,0.05,0.0,out_preys_number,-0.25342752332153395,4.322526327397981,1.0769558384783124
454,127.43425842710435,31.562157657475563,131.49090327271423,32.72571433831628,0.05,0.0,out_preys_number,-0.25342752332153395,4.322526327397981,1.0769558384783124
455,129.81457540502774,31.42748162052004,133.78980779438334,32.61226016327298,0.05,0.0,out_preys_number,-0.25342752332153395,4.322526327397981,1.0769558384783124
456,132.25613059875005,31.308473302812004,136.14329626566706,32.514323080275545,0.05,0.0,out_preys_number,-0.435360660480967,3.8871656669170136,1.2058497774635413
457,134.75857594437025,31.20533996406758,138.55066625706203,32.43211732339103,0.05,0.0,out_preys_number,-0.435360660480967,3.8871656669170136,1.2058497774635413
458,137.3214296928694,31.11830500450271,141.01107392005787,32.36587105436245,0.05,0.0,out_preys_number,-0.435360660480967,3.8871656669170136,1.2058497774635413
459,139.9440633275997,31.047608684583004,143.52352189916164,32.31582688030656,0.05,0.0,out_preys_number,-0.435360660480967,3.8871656669170136,1.2058497774635413
460,142.6256878005618,30.993508825474496,146.08684674829288,32.282242332209,0.05,0.0,out_preys_number,-0.435360660480967,3.8871656669170136,1.2058497774635413
461,145.36533908467044,30.956281484583222,148.69970586881033,32.26539029716754,0.05,0.0,out_preys_number,-0.435360660480967,3.8871656669170136,1.2058497774635413
462,148.16186304597747,30.936221599410366,151.36056399438795,32.26555939618303,0.05,0.0,out_preys_number,-0.6884647185065376,3.198700948410476,1.3293377967726627
463,151.01389964784832,30.933643591643644,154.06767925709204,32.283054298031416,0.05,0.0,out_preys_number,-0.6884647185065376,3.198700948410476,1.3293377967726627
464,153.91986650854085,30.948881921945755,156.81908887944172,32.31819595836473,0.05,0.0,out_preys_number,-0.6884647185065376,3.198700948410476,1.3293377967726627
465,156.87794184467117,30.982291584272115,159.61259454906036,32.37132177167569,0.05,0.0,out_preys_number,-0.6884647185065376,3.198700948410476,1.3293377967726627
466,159.8860468458364,31.034248526741056,162.4457475458517,32.442785622123154,0.05,0.0,out_preys_number,-0.6884647185065376,3.198700948410476,1.3293377967726627
467,162.9418275403851,31.105149984080104,165.31583370656915,32.53295781744795,0.05,0.0,out_preys_number,-0.6884647185065376,3.198700948410476,1.3293377967726627
468,166.04263622914826,31.19541470447095,168.2198583282526,32.64222488831735,0.05,0.0,out_preys_number,-1.0214788493061349,2.177222099104341,1.4468101838464023
469,169.18551258304225,31.3054830512084,171.15453113037168,32.770989233429596,0.05,0.0,out_preys_number,-1.0214788493061349,2.177222099104341,1.4468101838464023
470,172.36716452199056,31.435816956972594,174.116251415671,32.91966858859777,0.05,0.0,out_preys_number,-1.0214788493061349,2.177222099104341,1.4468101838464023
471,175.58394901673964,31.586899705689458,177.10109359165835,33.08869529583668,0.05,0.0,out_preys_number,-1.0214788493061349,2.177222099104341,1.4468101838464023
472,178.83185298194965,31.759235513934957,180.10479323839192,33.278515346223784,0.05,0.0,out_preys_number,-1.0214788493061349,2.177222099104341,1.4468101838464023
473,182.10647445854545,31.953348880638348,183.12273393359624,33.48958716803285,0.05,0.0,out_preys_number,-1.0214788493061349,2.177222099104341,1.4468101838464023
474,185.40300431567618,32.16978367049098,186.1499350730201,33.72238012939523,0.05,0.0,out_predators_number,-0.17372795836232768,0.7469307573439039,1.5525964589042545
475,188.7162087377609,32.409101893010025,189.18104095208938,33.97737272258965,0.05,0.0,out_predators_number,-0.17372795836232768,0.7469307573439039,1.5525964589042545
476,192.04041279979438,32.67188213570128,192.21031140395743,34.255050395073354,0.05,0.0,out_predators_number,-0.17372795836232768,0.7469307573439039,1.5525964589042545
477,195.36948547410995,32.95871760628997,195.23161431855684,34.555902990639254,0.05,0.0,out_predators_number,-0.17372795836232768,0.7469307573439039,1.5525964589042545
478,198.69682645373436,33.27021373564255,198.23842039660943,34.880421762726684,0.05,0.0,out_predators_number,-0.17372795836232768,0.7469307573439039,1.5525964589042545
479,202.01535522072737,33.606985289916594,201.223800521002,35.229095921058914,0.05,0.0,out_predators_number,-0.17372795836232768,0.7469307573439039,1.5525964589042545
480,205.31750283170425,33.96965293780257,204.18042615457054,35.60240867258232,0.05,-0.0,out_predators_number,-0.08015927587549498,1.137076677133706,1.6327557347797494
481,208.59520693605137,34.35883921665516,207.10057319704921,36.00083271831599,0.05,-0.0,out_predators_number,-0.08015927587549498,1.137076677133706,1.6327557347797494
482,211.83991058388906,34.775163840075386,209.97612975343648,36.424825169378394,0.05,-0.0,out_predators_number,-0.08015927587549498,1.137076677133706,1.6327557347797494
483,215.0425654190109,35.219238289362906,212.79860827982256,36.87482184836018,0.05,-0.0,out_predators_number,-0.08015927587549498,1.137076677133706,1.6327557347797494
484,218.19363988492185,35.691659632512646,215.5591625791079,37.35123094658541,0.05,-0.0,out_predators_number,-0.08015927587549498,1.137076677133706,1.6327557347797494
485,221.28313309748458,36.19300351742009,218.2486101161815,37.85442601389359,0.05,-0.0,out_predators_number,-0.08015927587549498,1.137076677133706,1.6327557347797494
486,224.30059505294224,36.72381629105604,220.85746010798312,38.384738265622524,0.05,0.0,out_preys_number,-2.1233686167283565,3.4431349449591266,1.6609219745664845
487,227.23515384233903,37.28460620397258,223.37594781633746,38.94244820172091,0.05,0.0,out_preys_number,-2.1233686167283565,3.4431349449591266,1.6609219745664845
488,230.07555052939256,37.875833670020505,225.7940754283722,39.527776545579535,0.05,0.0,out_preys_number,-2.1233686167283565,3.4431349449591266,1.6609219745664845
489,232.81018231526892,38.49790056500387,228.1016598485963,40.14087452542833,0.05,0.0,out_preys_number,-2.1233686167283565,3.4431349449591266,1.6609219745664845
490,235.42715455693428,39.15113856555799,230.28838764639406,40.78181353911805,0.05,0.0,out_preys_number,-2.1233686167283565,3.4431349449591266,1.6609219745664845
491,237.9143421223062,39.83579655114953,232.34387730112746,41.45057426383711,0.05,0.0,out_preys_number,-2.1233686167283565,3.4431349449591266,1.6609219745664845
492,240.25946045198143,40.55202711801198,234.25774876306625,42.147035295739386,0.05,-0.0,out_preys_number,-2.5585767439560527,6.001711688915179,1.5950081777274079
493,242.4501465510427,41.29987228417198,236.01970020144248,42.870961430376994,0.05,-0.0,out_preys_number,-2.5585767439560527,6.001711688915179,1.5950081777274079
