cycle,nb preys (ref),nb predators (ref),nb preys (target),nb predators (target),parameter α,parameter α action,helped obj,expected variation,obj preys nb criticality,obj predators nb criticality
28,192.24009181962836,72.55379827860925,192.19164901919433,69.96123338479775,0.05,0.0,null,NaN,2.153607350604233,2.430933894458164
29,187.8971050248046,73.13757430038599,188.33924381659287,70.52694695641445,0.05,0.0,null,NaN,2.153607350604233,2.430933894458164
30,183.5504774734057,73.66199047468243,184.46429880599766,71.04230011757103,0.05,0.0,null,NaN,0.9138213325919651,2.619690357111395
31,179.2158123027138,74.12576944548503,180.58064746386577,71.50590285144575,0.05,0.0,null,NaN,0.9138213325919651,2.619690357111395
32,174.9077494902031,74.52801044499208,176.70147965522597,71.91666624603033,0.05,0.0,null,NaN,0.9138213325919651,2.619690357111395
33,170.6398861958664,74.86818394638865,172.83925914473537,72.27380307810351,0.05,0.0,null,NaN,0.9138213325919651,2.619690357111395
34,166.42471923692452,75.14612143949802,169.00565715941605,72.57682448388,0.05,0.0,null,NaN,0.9138213325919651,2.619690357111395
35,162.27360884093974,75.36200085621887,165.21150196474053,72.82553299803965,0.05,0.0,null,NaN,0.9138213325919651,2.619690357111395
36,158.19676233869046,75.51632824163822,161.46674401792183,73.02001231048567,0.05,0.0,null,NaN,3.269981679231364,2.4963159311525516
37,154.20323607590052,75.6099163091966,157.78043591951717,73.16061414131748,0.05,0.0,null,NaN,3.269981679231364,2.4963159311525516
38,150.30095354581675,75.64386053554888,154.16072610389688,73.24794266879483,0.05,0.0,null,NaN,3.269981679231364,2.4963159311525516
39,146.49673756962252,75.61951344519142,150.61486499391089,73.28283696304003,0.05,0.0,null,NaN,3.269981679231364,2.4963159311525516
40,142.7963542711305,75.53845770965624,147.14922219497774,73.26635188103444,0.05,0.0,null,NaN,3.269981679231364,2.4963159311525516
41,139.2045665951202,75.40247864474651,143.76931321557694,73.19973786783383,0.05,0.0,null,NaN,3.269981679231364,2.4963159311525516
42,135.72519519185633,75.21353663573197,140.47983416929202,73.08442008692366,0.05,0.0,null,NaN,4.75463897743569,2.1291165488083124
43,132.36118461955024,74.9737399584254,137.28470293092485,72.92197727151375,0.05,0.0,null,NaN,4.75463897743569,2.1291165488083124
44,129.11467298752456,74.68531839716178,134.18710527770173,72.71412065066447,0.05,0.0,null,NaN,4.75463897743569,2.1291165488083124
45,125.98706336206754,74.35059799206252,131.18954463766147,72.4626732616727,0.05,0.0,null,NaN,4.75463897743569,2.1291165488083124
46,122.97909547218546,73.97197718025579,128.29389418255118,72.16954991520856,0.05,0.0,null,NaN,4.75463897743569,2.1291165488083124
47,120.09091647312319,73.55190453111042,125.50145013403299,71.83673803410726,0.05,0.0,null,NaN,4.75463897743569,2.1291165488083124
48,117.32214974290251,73.09285821564104,122.812985292595,71.46627954203541,0.05,0.0,null,NaN,5.490835549692491,1.6265786736056356
49,114.67196089444073,72.5973272962066,120.22880194210525,71.0602539357127,0.05,0.0,null,NaN,5.490835549692491,1.6265786736056356
50,112.13912037804961,72.06779487511861,117.7487834243427,70.62076263491934,0.05,0.0,null,NaN,5.490835549692491,1.6265786736056356
